arrondissement,year,actifs_occupes,big_house,cdd,chomeurs,college_grad,csp_employed,csp_plus,empaid,fam_mono,immigration,interim,min_diploma,non_college,pop2554,pop3044,pop4559,pop5579,pop6074,retired,youth
7,2016-12-31,23397.139726184723,7180.768291350995,1957.069586562696,2471.2175302103155,27328.675990805037,3659.5297993482586,12765.652382545959,36.95777745533956,1588.8670735791495,10142.102675576705,57.32966154574385,4346.9770785701485,4485.5451068667135,20544.01723562981,9436.179521655455,9520.092954548893,13879.021562167107,8822.920903873503,888.2350546109885,6198.435205873216
7,2017-12-31,23364.781930323676,6914.618061715363,1905.3235936652077,2665.5701899587752,27167.36927889234,3610.4718651432513,12915.21663455557,29.579448549106488,1556.6320458111875,9933.991245591362,76.07766440015371,4129.762035990557,4848.6033753705715,20535.311501472523,9054.402923727257,9399.191780926747,13617.676239785738,8813.722387135695,903.9323304921879,6159.706657771756
7,2018-12-31,23025.54532367973,6708.248257577063,1834.8391677597144,2734.3889716451367,26993.504957891575,3501.194449256024,12854.296205785311,23.181693268286125,1532.4609606597583,9706.043450623052,63.2925921601708,3870.9010449746434,4759.200575373235,20265.949103234198,8711.380508280936,9192.933533590392,13349.544002607416,8709.538798036518,836.2569860937463,6025.581826041749
7,2019-12-31,22385.434125523214,6562.275328517042,1738.7423177416426,2791.4358861661754,26788.726299170317,3376.2694319981,12580.827120390568,16.256019517114595,1510.1211732270187,9442.297307699919,50.45714624627267,3571.1397752679777,4631.967136345358,19732.061438774123,8407.819071618958,8907.950926978241,13057.575190221069,8509.944482912051,759.2471491386814,5820.553815609946
8,2006-12-31,18334.549675,5660.153399000001,1270.7913589999996,1729.291557,16268.703301999996,3727.7043009999998,9006.296045,70.556798,1235.0754100000004,7912.70892,90.65319,5241.779082999999,4445.547148,17091.428295,8663.242456,8157.896050000001,8489.514378,4523.429888,956.5924679999999,4313.09309
8,2007-12-31,18373.028456,5797.758817,1263.337268,1681.1563640000002,16471.376509,3671.9787560000004,9064.880850999998,79.496786,1215.667759,7866.730908,98.54655599999998,5214.913198000001,4283.124318000001,16816.534513000002,8523.569268,8100.662,8737.212361000002,4831.399036999999,1059.3610170000002,4330.557258
8,2008-12-31,18104.717871,5795.247531,1243.813456,1604.828428,16459.783141,3524.243002999999,9217.753836,72.68291900000001,1245.169326,7655.666834,69.344201,5029.013152,4210.602101999999,16506.089922000003,8226.215136,7923.7385030000005,8733.342112999999,5070.538148,1062.0033950000002,4265.77551
8,2009-12-31,18953.683842,6162.909820000001,1288.488085,1715.4384400000001,17553.209412000004,3339.333957,9974.675068,53.572322,1325.8936920000003,7866.327509,78.860429,4874.291827,4233.545734,17146.11763,8470.976415000001,8014.269871999999,8983.703057999997,5454.511748000001,1097.1050419999997,4490.437113999999
8,2010-12-31,19428.111309000004,6341.776474999999,1357.9150920000002,1739.268324,18181.570707,3412.3332840000003,10252.990704999998,55.581809,1343.8008930000003,8158.4181960000005,66.724783,4792.336193,4253.416996,17179.872984999998,8480.610318000001,8155.040530999999,9285.122679000002,5743.220477000001,1073.3987559999998,4995.882831000002
8,2011-12-31,19149.890059582107,6141.267320593062,1451.10138184458,1796.3670393661282,18097.222249778282,3334.956670958006,9937.962325803453,46.19642054225338,1257.2304033862,7976.307984072363,70.60093692471571,4747.3724220361855,4096.925214701239,17132.352124638568,8405.723909181594,7884.8108693265,9146.795921947052,5804.766467823861,1032.9735919164568,4820.127009743828
8,2012-12-31,18470.260890421814,5797.795498075677,1342.152683173224,1638.8766978737021,17542.240954344827,3336.9311291285367,9603.584060220195,39.87921757907465,1195.2183434608007,7757.001902700117,46.11363180578407,4314.734916373104,4037.800954240683,16281.259094200763,7748.146858630413,7651.001243227159,8957.738179910632,5637.215268574158,904.0137842494037,4647.55148318312
8,2013-12-31,18698.6089892605,5599.232973554097,1410.7111118316875,1774.6491990858551,17667.496316050067,3369.5642311733286,9547.119841082882,33.69793848077964,1282.9267910504188,7800.6848450914285,75.88966178376867,4252.890109512189,3931.309342266155,16427.01381912411,7831.86262061007,7531.472002296122,8967.919909150678,5726.687750850864,842.4493512403271,4843.712915896569
8,2014-12-31,17966.78166144446,5649.361575387669,1285.2871880733344,1692.9510487100238,17673.654599899062,3335.893394144377,9101.607639862299,28.48498467539163,1214.3811066729806,7364.979381180035,75.48467627645515,4041.247692625218,3667.3612227332105,15896.989838478807,7506.7043844772425,7362.087128811274,8967.612005693405,5807.727983581094,733.828498353713,4510.562691033588
8,2015-12-31,17511.445133827096,5380.336798970411,1194.6829709260146,1666.9858765012416,17438.335814531536,3090.4469637084,9000.561414906624,22.396989024134477,1169.262823527261,6836.418330520048,80.7562880134854,3687.786687073067,3415.065566680299,15469.737873582282,7210.781982735912,7019.829934317545,8668.97752703407,5597.438117186695,655.84363670871,4288.523653840233
8,2016-12-31,17298.062601800717,5289.264368288396,1114.8087189613184,1729.7595248412251,17659.245804843205,2899.4608570296714,8965.224120461286,20.671636454898845,1255.570892928151,6805.408835500708,96.13185119857852,3264.2607526538745,3312.877146928042,15287.258370472793,7231.94601522879,6910.24505556444,8444.2006258047,5349.102175429007,550.6434638295624,4350.879467380792
8,2017-12-31,17157.135526931896,5504.235885906135,1259.4576981889572,1735.6373592081186,17633.36153613985,3005.7822500622005,9367.997857029199,10.331891935678765,1249.029671251285,6677.710941905147,73.56215714437383,3034.8798307263105,3168.5001076184863,15086.059928474602,7012.092322808791,6772.943976997078,8456.955855566848,5979.142622529202,617.993042884088,4634.068244123542
8,2018-12-31,16882.371049033194,5482.958307550949,1270.54506384358,1756.695239288291,17677.857931616527,2966.010979827769,9341.2806772711,3.949675422035072,1235.9146246204284,6445.438716324032,77.1209415395922,2788.167418092207,2969.461750128452,14830.06489913631,6862.3115891754815,6599.431478428223,8375.227617344633,6109.224776279454,571.0366207173118,4667.278164210116
8,2019-12-31,16291.687361704484,5410.807905027868,1270.2144778453576,1748.6386226580723,17520.69129625049,2888.058903990862,9214.08687451235,-1.0520460914599656,1194.2378480741806,6047.020404814222,80.62920156760345,2526.96719221781,2697.6007953723256,14314.509618450984,6617.0755683477255,6334.403377770512,8193.515737304198,6187.717016228917,522.1470820250959,4636.462168067967
9,2006-12-31,30990.448949999998,4727.177369,3107.1947299999997,3557.6694339999995,24747.496542999997,5289.489964,15530.457309,163.77852000000001,1917.1164740000004,10268.269207000001,274.98632899999996,8713.579820999998,6294.282705000001,29484.416137,15237.637691000002,10839.237783,11071.764146000001,5870.4974600000005,1409.0179739999999,6056.114105
9,2007-12-31,31214.29631,4703.996550999999,3145.7905050000004,3447.6686709999994,25510.506542999996,5199.534202000001,15862.008001000002,149.977005,1949.789011,10311.082574,261.64360400000004,8392.007509000001,6135.036811000001,29460.695570999993,15324.613656,10807.567865000003,11263.391144,6035.804496,1488.9600529999998,6173.760351
9,2008-12-31,31615.51537900001,4785.265672000001,3070.107325000001,3368.2156290000003,26336.148102000003,5108.959895999999,16415.845432,110.764957,1995.1950179999997,10282.334854,269.835786,8075.3220949999995,5964.325459000001,29626.865822,15412.367105999998,10894.922115999996,11359.266896000001,6252.517003,1453.1014430000002,6228.083295
9,2009-12-31,32296.599519999992,4739.900903000001,3138.4710880000007,3384.105322,27223.41555,5317.669157999999,16766.851104,89.90162899999997,2168.219779,10569.875326000001,279.14011800000003,7812.6733220000015,5906.672587999999,30280.299984,15795.557362000001,10893.457382999999,11271.309385000002,6505.293594,1515.044952,6442.246262
