,date,ville,arrondissement,N,farleft,left,green,center,right,farright,other,type,incumbent,year_weights,unemployment,samplesize_agg,farleft_agg,left_agg,green_agg,center_agg,right_agg,farright_agg
37,2017-06-11,Paris,3,9639,767,1212,962,4824,912,252,710,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
38,2019-05-25,Paris,3,11767,440,1154,2748,4442,768,552,1663,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
39,2007-04-22,Paris,4,4228,128,1352,103,965,1439,180,61,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
40,2007-06-10,Paris,4,3162,142,0,1105,434,1317,74,90,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
41,2008-03-09,Paris,4,3182,45,1543,251,260,997,86,0,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
42,2009-06-07,Paris,4,3021,192,467,950,253,867,66,226,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
43,2010-03-14,Paris,4,3020,237,833,710,119,815,152,154,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
44,2012-04-22,Paris,4,6231,606,2194,303,602,2026,359,141,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
45,2012-06-10,Paris,4,4746,279,1876,394,167,1502,235,293,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
46,2014-03-23,Paris,4,5402,206,2021,502,0,2043,281,349,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
47,2014-05-25,Paris,4,5058,229,1139,716,664,1112,422,776,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
48,2015-12-06,Paris,4,5360,304,1879,565,0,1722,469,421,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
49,2017-04-23,Paris,4,11188,1725,1015,0,4579,2930,544,395,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
50,2017-06-11,Paris,4,7813,653,871,417,3416,1318,214,924,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
51,2019-05-25,Paris,4,9842,374,841,1938,3749,942,596,1402,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
52,2007-04-22,Paris,5,8694,272,2749,207,2124,2890,339,113,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
53,2007-06-10,Paris,5,6873,379,2022,353,1022,2897,117,83,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
54,2008-03-09,Paris,5,7105,207,2463,387,1019,2695,126,208,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
55,2009-06-07,Paris,5,6717,499,998,2044,605,1897,140,534,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
56,2010-03-14,Paris,5,6853,568,1781,1512,305,2021,336,330,regional,left,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
57,2012-04-22,Paris,5,13129,1348,4651,630,1402,4115,701,282,president,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
58,2012-06-10,Paris,5,10707,552,4484,577,291,4071,384,348,legislative,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
59,2014-03-23,Paris,5,12201,535,4141,1089,0,3476,442,2518,municipale,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
60,2014-05-25,Paris,5,11244,596,2348,1563,1577,2381,912,1867,european,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
61,2015-12-06,Paris,5,11896,783,3935,1307,0,4004,919,948,regional,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
62,2017-04-23,Paris,5,22966,3674,2298,0,9122,6127,907,838,president,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
63,2017-06-11,Paris,5,16852,1442,1466,1157,6946,2609,402,2830,legislative,left,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
64,2019-05-25,Paris,5,21163,871,1766,4487,7678,2087,1263,3011,european,farright,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
65,2007-04-22,Paris,6,6406,124,1565,113,1496,2796,224,88,president,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
66,2007-06-10,Paris,6,4786,134,1154,198,792,2281,104,123,legislative,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
67,2008-03-09,Paris,6,4660,0,1554,178,460,2187,107,174,municipale,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
68,2009-06-07,Paris,6,4745,181,580,1225,408,1878,99,374,european,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
