sondage,weightsondeur_farleft,weightsondeur_left,weightsondeur_green,weightsondeur_center,weightsondeur_right,weightsondeur_farright
Ifop,,1.1891891891891893,,1.1891891891891893,1.1891891891891893,0.9166666666666666
Kantar,,0.9411764705882353,,0.9411764705882353,0.9411764705882353,1.0909090909090908
