,arrondissement,date,type,N,farleft,left,green,center,right,other,ville,winner,last_winner,year_weights,unemployment,samplesize_agg,farleft_agg,left_agg,green_agg,center_agg,right_agg,farright_agg
120,13,2009-06-07,european,16707,1926,3129,4841,1486,3416,1909,Paris,green,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
121,13,2010-03-14,regional,17988,2075,5944,3744,781,3423,2021,Paris,left,green,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
122,13,2012-04-22,president,37702,5111,15189,1625,3535,8435,3807,Paris,left,left,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
123,13,2012-06-10,legislative,28101,3103,8250,6074,1014,6209,3451,Paris,left,left,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
124,13,2014-03-23,municipale,31086,1824,13819,3054,0,7766,4623,Paris,left,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
125,13,2014-05-25,european,28215,2243,6556,4189,3219,4383,7625,Paris,left,left,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
126,13,2015-12-06,regional,30958,2759,11345,3729,0,7000,6125,Paris,left,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
127,13,2017-04-23,president,65649,16058,7785,0,22751,11353,7702,Paris,center,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
128,13,2017-06-11,legislative,44017,6695,4804,4071,17053,4394,7000,Paris,center,center,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
129,13,2019-05-25,european,54583,4061,5309,11234,15036,3452,15491,Paris,center,center,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
130,14,2007-04-22,president,19060,805,6450,504,4422,5736,1143,Paris,left,left,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
131,14,2007-06-10,legislative,14569,814,1273,4103,2463,5256,660,Paris,right,left,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
132,14,2008-03-09,municipale,14501,543,6529,1165,2019,3450,795,Paris,left,right,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
133,14,2009-06-07,european,13806,1175,2339,4000,1355,3516,1421,Paris,green,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
134,14,2010-03-14,regional,14653,1305,4415,3049,671,3606,1607,Paris,left,green,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
135,14,2012-04-22,president,29119,3338,11002,1276,3050,7892,2561,Paris,left,left,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
136,14,2012-06-10,legislative,22502,1815,6756,4147,1086,6075,2623,Paris,left,left,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
137,14,2014-03-23,municipale,26042,1365,9868,2286,0,8621,3902,Paris,left,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
138,14,2014-05-25,european,23743,1420,5143,3308,3222,4538,6112,Paris,left,left,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
139,14,2015-12-06,regional,25318,1692,8785,2905,0,7452,4484,Paris,left,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
140,14,2017-04-23,president,51445,9911,5927,0,19134,11461,5012,Paris,center,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
141,14,2017-06-11,legislative,36422,3736,5329,2766,14722,5327,4542,Paris,center,center,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
142,14,2019-05-25,european,44567,2220,3966,9203,14449,3602,11127,Paris,center,center,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
143,15,2007-04-22,president,32218,866,7832,653,7388,13363,2116,Paris,right,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
144,15,2007-06-10,legislative,24432,706,5987,781,2823,10394,3741,Paris,right,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
145,15,2008-03-09,municipale,23753,531,8519,950,1771,8062,3920,Paris,left,right,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
146,15,2009-06-07,european,22868,1176,2951,5115,2106,8599,2921,Paris,right,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
147,15,2010-03-14,regional,24255,1287,5750,3842,1048,9161,3167,Paris,right,right,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
148,15,2012-04-22,president,48916,3593,14373,1528,5625,19547,4250,Paris,right,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
149,15,2012-06-10,legislative,38473,1317,13004,1099,1577,17718,3758,Paris,right,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
150,15,2014-03-23,municipale,43988,1179,12801,1965,0,21362,6681,Paris,right,right,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
151,15,2014-05-25,european,39944,1355,6588,3725,5969,11526,10781,Paris,right,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
152,15,2015-12-06,regional,42887,1638,11185,3273,0,18167,8624,Paris,right,right,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
153,15,2017-04-23,president,88097,11560,6729,0,31692,29799,8317,Paris,center,right,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
154,15,2017-06-11,legislative,63059,4227,4199,2389,28400,18068,5776,Paris,center,center,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
155,15,2019-05-25,european,75570,2627,5118,11907,28259,11257,16402,Paris,center,center,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
156,16,2007-04-22,president,21671,232,2443,252,3560,13873,1311,Paris,right,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
157,16,2007-06-10,legislative,15439,143,1408,310,1468,10278,1832,Paris,right,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
158,16,2008-03-09,municipale,13831,0,2362,335,1195,7152,2787,Paris,right,right,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
159,16,2009-06-07,european,14656,266,870,1930,1045,8706,1839,Paris,right,right,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
160,16,2010-03-14,regional,14801,301,1674,1378,455,8960,2033,Paris,right,right,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
161,16,2012-04-22,president,32706,1044,4752,569,2820,21209,2312,Paris,right,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
162,16,2012-06-10,legislative,22949,269,3446,474,768,13671,4321,Paris,right,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
163,16,2014-03-23,municipale,26188,273,3399,605,0,16511,5400,Paris,right,right,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
164,16,2014-05-25,european,24924,314,2048,970,3501,11484,6607,Paris,right,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
165,16,2015-12-06,regional,27629,363,3509,987,0,17698,5072,Paris,right,right,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
166,16,2017-04-23,president,59217,3196,1743,0,15778,34613,3887,Paris,right,right,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
167,16,2017-06-11,legislative,37832,860,857,595,16856,14408,4256,Paris,center,right,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
168,16,2019-05-25,european,49639,569,1562,4167,22885,12023,8433,Paris,center,center,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
169,17,2007-04-22,president,21473,570,4933,421,4343,9882,1324,Paris,right,right,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
170,17,2007-06-10,legislative,15643,366,3225,558,1869,8692,933,Paris,right,right,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
171,17,2008-03-09,municipale,15034,171,5443,686,1485,6620,629,Paris,right,right,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
172,17,2009-06-07,european,14423,729,1583,3125,1196,6017,1773,Paris,right,right,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
173,17,2010-03-14,regional,14950,824,2898,2504,580,6210,1934,Paris,right,right,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
174,17,2012-04-22,president,33167,2404,8935,1012,3396,14696,2724,Paris,right,right,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
175,17,2012-06-10,legislative,24729,729,7845,1058,841,8692,5564,Paris,right,right,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
176,17,2014-03-23,municipale,27497,847,6981,1811,0,14721,3137,Paris,right,right,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
177,17,2014-05-25,european,25161,875,3525,2306,3731,8044,6680,Paris,right,right,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
178,17,2015-12-06,regional,27625,1025,6630,2090,0,12887,4993,Paris,right,right,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
179,17,2017-04-23,president,61090,7908,4199,0,21051,23036,4896,Paris,right,right,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
180,17,2017-06-11,legislative,41624,3068,3131,1511,19472,10888,3554,Paris,center,right,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
181,17,2019-05-25,european,50920,1788,3003,7833,20314,7610,10372,Paris,center,center,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
182,18,2007-04-22,president,22217,1181,9223,749,4414,5209,1441,Paris,left,left,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
183,18,2007-06-10,legislative,15419,1293,5944,1131,1592,4582,877,Paris,left,left,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
184,18,2008-03-09,municipale,15659,994,7760,1622,1048,3014,1221,Paris,left,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
185,18,2009-06-07,european,14418,1741,2447,4815,1055,2690,1670,Paris,green,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
186,18,2010-03-14,regional,15401,2006,4558,3931,521,2689,1696,Paris,left,green,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
187,18,2012-04-22,president,35173,5397,15136,1903,2721,6849,3167,Paris,left,left,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
188,18,2012-06-10,legislative,25686,2782,11951,2430,738,5299,2486,Paris,left,left,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
189,18,2014-03-23,municipale,27992,2012,11156,3542,0,7065,4217,Paris,left,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
190,18,2014-05-25,european,25128,2084,5530,4853,2431,3439,6791,Paris,left,left,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
191,18,2015-12-06,regional,27084,2705,10074,3860,0,5566,4879,Paris,left,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
192,18,2017-04-23,president,62286,17677,8303,0,21061,9052,6193,Paris,center,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
193,18,2017-06-11,legislative,40269,6917,6643,4795,5057,8959,7898,Paris,right,center,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
194,18,2019-05-25,european,49836,3733,4755,12885,12559,2395,13509,Paris,green,right,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
195,19,2007-04-22,president,20910,1216,8283,640,3630,5804,1337,Paris,left,left,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
196,19,2007-06-10,legislative,14246,1516,4836,1048,1398,4633,815,Paris,left,left,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
197,19,2008-03-09,municipale,14279,815,7445,1192,974,3048,805,Paris,left,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
198,19,2009-06-07,european,12871,1651,2259,3813,949,2603,1596,Paris,green,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
199,19,2010-03-14,regional,13910,1968,4288,3189,496,2418,1551,Paris,left,green,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
200,19,2012-04-22,president,33349,5249,13773,1556,2222,7495,3054,Paris,left,left,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
201,19,2012-06-10,legislative,23347,2892,9904,2393,713,4859,2586,Paris,left,left,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
202,19,2014-03-23,municipale,25401,1807,10715,3267,0,6545,3067,Paris,left,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
203,19,2014-05-25,european,21978,2052,4784,4217,1811,3270,5844,Paris,left,left,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
204,19,2015-12-06,regional,24634,2688,8877,3632,0,4637,4800,Paris,left,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
205,19,2017-04-23,president,59002,18112,7667,0,17463,9611,6149,Paris,farleft,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
206,19,2017-06-11,legislative,37050,7257,3324,4046,13649,2807,5967,Paris,center,farleft,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
207,19,2019-05-25,european,44736,4137,4253,10581,10084,2378,13303,Paris,green,center,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
208,20,2007-04-22,president,24375,1541,10338,846,4461,5646,1543,Paris,left,left,0.2722362669478566,7.8,1513,-2.63351296555521,-0.4324714392782514,-3.9502918780659027,-0.670962786309274,-0.2960176026127672,-0.9461532400623693
209,20,2007-06-10,legislative,17157,1902,5387,1153,1741,4430,2544,Paris,left,left,0.2722362669478566,7.8,916,-1.613135945523584,-0.28853817369371426,-2.2951767368762024,-1.196553430863514,0.1162376443170684,-1.7636493519802587
210,20,2008-03-09,municipale,16935,1437,6490,1603,1238,1226,4941,Paris,left,left,0.3008927161002625,6.6,755,-2.3276546987829665,0.19057191236032223,-1.8491380552083743,-1.5134815663541654,-0.11655320044379769,-2.8248338718628325
211,20,2009-06-07,european,15679,2316,2712,5027,1187,2665,1772,Paris,green,left,0.3325656335845007,7.9,2287,-1.040641480829017,-0.6288864289719569,-1.0135388837505506,-1.19207447463799,-0.29965487302050486,-1.8548714106803819
212,20,2010-03-14,regional,17139,2597,5260,4220,633,2547,1882,Paris,left,green,0.3675725423828692,8.2,907,-1.319981255799886,-0.2403008779059621,-0.9962625668515876,-2.0610176835632794,-0.2402655599832586,-1.398708792643046
213,20,2012-04-22,president,38319,6668,16513,1913,2610,6956,3659,Paris,left,left,0.4490290614704856,8.4,1400,-0.9889638060602763,-0.2863751573707789,-2.6770683489131937,-1.2659110865416285,-0.31738744341143543,-0.8412144998462749
214,20,2012-06-10,legislative,28029,4066,9825,5243,808,4702,3385,Paris,left,left,0.4490290614704856,8.4,1193,-1.5290008836950246,-0.13596366714241226,-1.981708248920527,-2.584479231256795,-0.08819342308216305,-0.8800245688086845
215,20,2014-03-23,municipale,30151,3122,11246,3286,0,6290,6207,Paris,left,left,0.5485368867271029,8.7,977,-1.8840554436518735,0.03765666148579505,-1.7272552074949048,-22.2439383888495,-0.005214582082804009,-1.4963371210752463
216,20,2014-05-25,european,26920,2728,5801,5210,2314,3288,7579,Paris,left,left,0.5485368867271029,8.8,3248,-1.5827882550901022,-0.7904110418566443,-1.4209282848105143,-1.3344191269666519,-0.5372290126730876,-0.46040373047644567
217,20,2015-12-06,regional,29786,3698,11104,4455,0,5056,5473,Paris,left,left,0.6062776116457453,8.7,1749,-1.9435699891302733,-0.47376649482350364,-1.8369089203280056,-22.2439383888495,-0.26895471180111286,-0.2419683523841174
218,20,2017-04-23,president,66342,21117,9235,0,20293,8481,7216,Paris,farleft,left,0.7406327610409243,8.0,1555,-0.6673183652556716,-1.5655958235178558,-22.2439383888495,-0.43769375517613285,-0.6408167165680942,-0.49316283495631974
219,20,2017-06-11,legislative,42523,8551,7925,5752,4818,3185,12292,Paris,farleft,farleft,0.7406327610409243,8.0,1299,-1.1449843722357924,-1.5282244889268495,-2.51004468238414,-0.19153864802341292,-0.5603779757129361,-0.7477761604771764
220,20,2019-05-25,european,53665,4970,5598,13286,11509,2313,15989,Paris,green,farleft,0.9047619047619048,7.2,2221,-1.4773483532977911,-1.976607759987969,-1.4906652084970866,-0.4825625032586274,-0.945211261964745,-0.4026757439577906
